Date,Close,High,Low,Open,Volume
2008-03-19,12.416173934936523,15.163115070984427,12.086540998610776,13.07543980758802,708486000
2008-03-20,14.141250610351562,14.284091864314625,12.635927418432168,12.833707487257978,198985200
2008-03-24,13.125981330871582,14.877430149891797,12.96556009470259,14.776342933396231,149566400
2008-03-25,13.899519920349121,14.119275176006814,13.145759326379249,13.31277379012697,87092000
2008-03-26,14.055548667907715,14.169822361836973,13.530333639478664,13.785249751790252,43111600
2008-03-27,13.824801445007324,14.2269530788058,13.76766545422764,14.075323110640419,39829600
2008-03-28,13.791842460632324,13.941276133879388,13.65998961402607,13.925893329718658,24675200
2008-03-31,13.703941345214844,13.95006705911845,13.63581689693171,13.756682150472766,22157200
2008-04-01,13.53912353515625,13.994016917858993,13.253441826151132,13.857768872942687,60410800
2008-04-02,13.695143699645996,13.695143699645996,13.29518931139205,13.563290917828041,43836400
2008-04-03,14.393970489501953,14.567577357666535,13.58527101173007,13.61383943215838,100868000
2008-04-04,14.169816017150879,14.354409580167664,14.009393983634665,14.26211279865927,36394400
2008-04-07,14.29288101196289,14.459895463824413,14.068729728248847,14.306065789852154,28301600
2008-04-08,14.963129997253418,14.996093610885799,14.242333246407652,14.262112085226693,53925600
2008-04-09,14.457700729370117,15.101583796093054,14.418144710108647,15.040052583152946,48324400
2008-04-10,14.528024673461914,14.664273578571551,14.308269348407702,14.539013110354654,22372000
2008-04-11,14.528024673461914,14.673062316165653,14.339034959787286,14.339034959787286,26421600
2008-04-14,14.433527946472168,14.776345672625816,14.400564316665118,14.657677611280354,28443600
2008-04-15,14.141250610351562,14.624713187103495,14.06433660486363,14.567576350198356,23888000
2008-04-16,14.534613609313965,14.712614843775578,14.187399875895293,14.187399875895293,25136800
2008-04-17,14.732388496398926,14.88841448389434,14.506040913460518,14.560979712294078,22459600
2008-04-18,15.163108825683594,15.481753195583671,14.767548794373937,14.945551646762844,104099600
2008-04-21,15.596036911010742,15.932262316467753,15.130154981766921,15.2686019204376,58848000
2008-04-22,15.444397926330566,15.910279636515966,15.38286672767577,15.80479638410816,47357600
2008-04-23,15.400444030761719,15.75644636353132,15.314739641272812,15.591629971960494,37319600
2008-04-24,15.888299942016602,16.039929873813833,15.391652773352963,15.646567906428807,38086800
2008-04-25,16.503620147705078,16.718981046172754,16.242112521151014,16.701400222502,101460000
2008-04-28,16.62009048461914,16.984885037984142,16.459670076240293,16.811278173303172,132517200
2008-04-29,17.773799896240234,17.773799896240234,15.60261913312228,16.294848345474993,197308400
2008-04-30,18.338577270507812,18.63744458258619,17.815560312670513,17.888079956762997,147543600
2008-05-01,18.767101287841797,19.259352646656737,18.437468367130055,18.54514798511463,116395600
2008-05-02,18.18474769592285,19.228585176957697,17.800175992383696,19.182436773724948,136648800
2008-05-05,18.692371368408203,18.78906416494992,17.760610059383453,18.20671271808496,70377200
2008-05-06,19.235177993774414,19.37142686105939,18.624258627979806,18.782482686349553,75913200
2008-05-07,19.448335647583008,19.742806817592374,19.26374208010236,19.52085526763576,100464800
2008-05-08,19.18463706970215,19.723036847833175,18.885769747684996,19.668098026530018,92836400
2008-05-09,18.20892333984375,19.046190452544668,18.13420566991937,18.8572007703004,94312000
2008-05-12,17.997962951660156,18.564932139760415,17.162891976476818,18.382534802436655,147471600
2008-05-13,18.10344123840332,18.349567781078786,17.75403111177109,17.98257682784119,53249600
2008-05-14,18.070472717285156,18.536352716822872,17.89906223507487,18.30561073873088,51400400
2008-05-15,18.07486343383789,18.224297022300142,17.824342664445137,18.13639461556959,36688800
2008-05-16,18.101245880126953,18.206727492314414,17.85731734661846,18.175961882376406,34066800
2008-05-19,18.310014724731445,18.62206690281247,18.05290138123934,18.079270948817907,45473200
2008-05-20,18.182552337646484,18.424282822822097,18.000156720033868,18.213317944308844,40702000
2008-05-21,17.767215728759766,18.33418480702903,17.69469607713465,18.16936833148098,41831600
2008-05-22,16.989280700683594,17.712275796072607,16.73656346192494,17.705683405718876,85283600
2008-05-23,16.778318405151367,16.989283311894564,16.508020299505418,16.66624272211278,42196400
2008-05-27,17.303529739379883,17.347481799972222,16.34100224650332,16.90357520928783,62776400
2008-05-28,18.002351760864258,18.008944150871216,17.48153283111831,17.6441512654888,52996000
2008-05-29,18.734140396118164,19.107723756837714,18.241888965421822,18.33418579431489,100613200
2008-05-30,18.978063583374023,19.241769213557465,18.8571975248569,18.90334592630903,72016000
2008-06-02,18.914339065551758,19.10772313069545,18.591298498411778,18.94510467417462,36856000
2008-06-03,19.241771697998047,19.32747612270354,18.905546389291917,19.12090730047478,48411600
2008-06-04,18.784683227539062,19.36044102352977,18.740731162875758,19.136291361846332,40684400
2008-06-05,19.171457290649414,19.171457290649414,18.80886060842241,19.000048376731286,27059600
2008-06-06,18.382526397705078,18.896752861149913,18.36055120874238,18.87697569406332,41748000
2008-06-09,18.050697326660156,18.66820908458235,17.70348360569766,18.4594422535452,45240000
2008-06-10,17.648548126220703,18.211122850875906,17.49472008233057,17.64635178030794,36048400
2008-06-11,17.083776473999023,17.800179218152895,17.053010866268476,17.800179218152895,56996400
2008-06-12,17.483734130859375,17.749637888283736,17.261782446935015,17.349683240734674,44605600
2008-06-13,17.916643142700195,17.97817433715825,17.613381537185802,17.637554745951366,30689200
2008-06-16,18.29902458190918,18.349569042724887,17.822155944500214,17.905664038317468,34384000
2008-06-17,18.60668182373047,18.67480711038861,18.389124534776983,18.48142136322998,33277600
2008-06-18,18.42867088317871,18.613264443176263,18.336374103179935,18.397905289845788,33724000
2008-06-19,18.51877212524414,18.547341377598226,17.93642211863215,18.345166972412205,36925200
2008-06-20,18.364946365356445,18.569318817033935,18.184747125556903,18.233093549312795,42546800
2008-06-23,17.8133544921875,18.53634924117632,17.804564083727573,18.426471650325723,30141200
2008-06-24,18.164979934692383,18.226511170868672,17.25299480153555,17.593614623682985,49891200
2008-06-25,18.03311538696289,18.551737914210527,17.98916500733832,18.31879788432116,50711600
2008-06-26,17.382648468017578,17.7430471207097,17.145312279190964,17.712281504743324,76562800
2008-06-27,18.15178871154785,18.211123585584946,17.26178069039145,17.316719519225796,176022800
2008-06-30,17.868303298950195,18.20452864707912,17.64635164822713,18.022133018288866,49301200
